iter	Passed	Remaining
735	36257	37637
736	36312	37593
737	36363	37545
738	36410	37494
739	36457	37442
740	36508	37395
741	36560	37348
742	36613	37303
743	36663	37254
744	36709	37202
745	36759	37153
746	36807	37103
747	36856	37053
748	36906	37004
749	36956	36956
750	37005	36906
751	37055	36858
752	37106	36811
753	37150	36756
754	37200	36707
755	37245	36653
756	37290	36601
757	37340	36552
758	37389	36502
759	37440	36455
760	37493	36409
761	37543	36361
762	37592	36311
763	37646	36266
764	37695	36217
765	37748	36171
766	37796	36121
767	37846	36072
768	37897	36024
769	37946	35975
770	37998	35928
771	38048	35879
772	38099	35832
773	38147	35782
774	38200	35735
775	38251	35687
776	38302	35640
777	38351	35590
778	38400	35541
779	38446	35489
780	38493	35438
781	38540	35386
782	38588	35335
783	38643	35291
784	38694	35243
785	38745	35196
786	38796	35148
787	38846	35099
788	38895	35050
789	38944	35001
790	38996	34953
791	39050	34908
792	39102	34861
793	39154	34814
794	39197	34760
795	39248	34712
796	39301	34666
797	39352	34618
798	39403	34570
799	39454	34522
800	39507	34476
801	39553	34424
802	39607	34378
803	39658	34331
804	39703	34277
805	39756	34231
806	39807	34184
807	39859	34136
808	39911	34089
809	39960	34040
810	40010	33991
811	40061	33943
812	40111	33894
813	40162	33846
814	40240	33821
815	40284	33768
816	40335	33719
817	40396	33679
818	40477	33657
819	40535	33614
820	40590	33570
821	40637	33518
822	40682	33465
823	40733	33417
824	40785	33369
825	40836	33322
826	40886	33272
827	40938	33225
828	40985	33174
829	41036	33126
830	41088	33078
831	41143	33033
832	41194	32985
833	41249	32940
834	41302	32893
835	41348	32841
836	41396	32790
837	41439	32736
838	41489	32687
839	41543	32640
840	41587	32587
841	41640	32540
842	41692	32493
843	41745	32446
844	41796	32398
845	41846	32349
846	41893	32297
847	41936	32243
848	41985	32194
849	42040	32148
850	42091	32100
851	42139	32049
852	42190	32001
853	42241	31953
854	42286	31900
855	42334	31849
856	42386	31802
857	42430	31748
858	42480	31699
859	42528	31649
860	42577	31599
861	42629	31551
862	42678	31501
863	42722	31448
864	42773	31399
865	42823	31351
866	42875	31303
867	42927	31255
868	42975	31205
869	43024	31155
870	43077	31108
871	43129	31060
872	43179	31012
873	43222	30958
874	43271	30908
875	43322	30860
876	43367	30807
877	43420	30759
878	43467	30709
879	43509	30654
880	43562	30607
881	43614	30559
882	43667	30512
883	43713	30460
884	43765	30413
885	43816	30364
886	43867	30316
887	43916	30266
888	43961	30213
889	44009	30163
890	44061	30116
891	44111	30066
892	44163	30019
893	44214	29970
894	44264	29922
895	44320	29876
896	44377	29832
897	44430	29785
898	44484	29738
899	44540	29693
900	44587	29642
901	44639	29594
902	44689	29545
903	44736	29494
904	44789	29447
905	44842	29400
906	44884	29345
907	44930	29293
908	44980	29244
909	45031	29196
910	45084	29148
911	45135	29100
912	45187	29052
913	45239	29004
914	45293	28957
915	45343	28908
916	45395	28861
917	45441	28809
918	45488	28758
919	45541	28710
920	45593	28663
921	45644	28614
922	45694	28565
923	45745	28516
924	45792	28465
925	45842	28416
926	45894	28368
927	45943	28318
928	45994	28269
929	46038	28217
930	46091	28169
931	46142	28120
932	46197	28075
933	46248	28026
934	46292	27973
935	46341	27923
936	46392	27875
937	46442	27825
938	46497	27779
939	46549	27731
940	46601	27683
941	46653	27635
942	46703	27586
943	46755	27538
944	46808	27490
945	46850	27436
946	46902	27388
947	46947	27336
948	46994	27285
949	47043	27235
950	47094	27187
951	47147	27139
952	47199	27091
953	47251	27043
954	47298	26992
955	47350	26944
956	47399	26894
957	47448	26844
958	47499	26795
959	47550	26747
960	47600	26697
961	47654	26650
962	47703	26601
963	47751	26550
964	47803	26502
965	47853	26453
966	47903	26403
967	47955	26355
968	48004	26306
969	48051	26255
970	48103	26206
971	48153	26157
972	48197	26104
973	48239	26051
974	48291	26003
975	48343	25954
976	48389	25903
977	48433	25851
978	48484	25802
979	48533	25752
980	48582	25702
981	48633	25653
982	48685	25605
983	48732	25555
984	48782	25505
985	48831	25455
986	48882	25406
987	48926	25354
988	48968	25301
989	49018	25252
990	49064	25200
991	49115	25151
992	49165	25102
993	49217	25054
994	49271	25006
995	49321	24957
996	49371	24908
997	49420	24859
998	49463	24805
999	49513	24756
1000	49563	24707
1001	49615	24659
1002	49666	24610
1003	49715	24560
1004	49769	24513
1005	49819	24464
1006	49871	24415
1007	49916	24363
1008	49961	24312
1009	50003	24259
1010	50051	24208
1011	50101	24159
1012	50151	24110
1013	50210	24065
1014	50261	24016
1015	50312	23967
1016	50367	23920
1017	50450	23887
1018	50510	23842
1019	50559	23792
1020	50612	23744
1021	50658	23693
1022	50711	23645
1023	50764	23597
1024	50815	23548
1025	50864	23498
1026	50915	23449
1027	50967	23401
1028	51018	23352
1029	51069	23303
1030	51119	23254
1031	51172	23205
1032	51218	23154
1033	51266	23104
1034	51317	23055
1035	51367	23006
1036	51420	22958
1037	51469	22908
1038	51523	22860
1039	51573	22811
1040	51623	22761
1041	51675	22713
1042	51727	22664
1043	51775	22614
1044	51825	22565
1045	51873	22514
1046	51924	22465
1047	51978	22418
1048	52028	22368
1049	52076	22318
1050	52127	22269
1051	52178	22220
1052	52229	22171
1053	52279	22122
1054	52328	22072
1055	52372	22020
1056	52419	21969
1057	52471	21921
1058	52524	21872
1059	52572	21822
1060	52624	21773
1061	52668	21721
1062	52719	21673
1063	52772	21624
1064	52824	21576
1065	52877	21527
1066	52930	21479
1067	52979	21430
1068	53026	21379
1069	53073	21328
1070	53123	21279
1071	53172	21229
1072	53222	21179
1073	53274	21131
1074	53323	21081
1075	53374	21032
1076	53424	20982
1077	53467	20930
1078	53517	20881
1079	53568	20832
1080	53618	20782
1081	53666	20732
1082	53717	20683
1083	53769	20634
1084	53814	20583
1085	53864	20533
1086	53913	20484
1087	53964	20435
1088	54012	20384
1089	54065	20336
1090	54117	20287
1091	54161	20236
1092	54212	20187
1093	54264	20138
1094	54306	20086
1095	54357	20036
1096	54407	19987
1097	54456	19937
1098	54507	19888
1099	54557	19839
1100	54612	19791
1101	54664	19742
1102	54719	19695
1103	54770	19645
1104	54824	19597
1105	54873	19548
1106	54926	19499
1107	54980	19451
1108	55028	19401
1109	55080	19352
1110	55130	19303
1111	55182	19254
1112	55232	19204
1113	55283	19155
1114	55333	19106
1115	55385	19057
1116	55436	19008
1117	55487	18959
1118	55539	18910
1119	55591	18861
1120	55643	18812
1121	55695	18763
1122	55749	18715
1123	55796	18665
1124	55848	18616
1125	55899	18566
1126	55944	18515
1127	55995	18466
1128	56050	18418
1129	56105	18370
1130	56159	18322
1131	56205	18271
1132	56257	18222
1133	56309	18173
1134	56364	18125
1135	56414	18076
1136	56466	18027
1137	56518	17978
1138	56565	17928
1139	56614	17878
1140	56669	17830
1141	56719	17780
1142	56777	17733
1143	56832	17685
1144	56886	17637
1145	56930	17585
1146	56975	17534
1147	57026	17485
1148	57080	17437
1149	57125	17386
1150	57177	17336
1151	57230	17288
1152	57284	17239
1153	57334	17190
1154	57385	17141
1155	57438	17092
1156	57488	17042
1157	57536	16992
1158	57586	16943
1159	57642	16895
1160	57694	16846
1161	57743	16796
1162	57794	16747
1163	57849	16698
1164	57899	16649
1165	57950	16599
1166	58000	16550
1167	58054	16501
1168	58098	16450
1169	58146	16400
1170	58196	16350
1171	58247	16301
1172	58300	16252
1173	58352	16203
1174	58413	16156
1175	58472	16109
1176	58527	16061
1177	58571	16010
1178	58620	15960
